,ID,date,dept,annee_const,hauteur,etages,mat_murs,mat_toits,nb_angles,surface_bati_dur,surface_bati_leger,surface_parcelle,nb_bati_dur,nb_bati_leger,NbPieces 
10374,63465,30/01/2020,3,1900,5.9,1,49,10,6,105,0,390.1289534,2,0,3p
8048,1023342,06/03/2020,44,1950,3.9,2,10,10,18,176,0,1556.732325,2,0,6p et plus
6011,1399509,02/06/2017,40,1976,3.7,2,45,10,7,87.7,0,180.5093274,1,0,4p
13535,2509984,22/10/2016,85,2007,3.1,1,50,10,NA,59.1,0,71.5700187,1,0,4p
1460,146376,23/12/2016,6,1971,7.5,2,50,10,5,71.8,27.2,711.925133,1,1,4p
11828,2454144,04/06/2018,80,1928,3.1,2,40,10,11,133,12.5,909.5422243,1,1,4p
14099,720464,31/07/2020,33,2007,3.3,1,40,10,NA,73.4,0,332.4973165,1,0,4p
4111,405730,30/11/2018,16,1960,5.1,1,40,10,9,47.3,0,89.0304493,2,0,4p
7154,531349,12/07/2016,22,2004,3.5,2,50,20,12,210.8,102.9,888.1631163,2,1,6p et plus
3094,1977922,28/10/2016,69,2001,9.8,2,2,1,16,5.3,0,324.4774174,2,0,5p
2785,962480,17/03/2017,31,1964,7.6,2,40,10,11,125.9,0,526.5129081,1,0,6p et plus
6189,2223698,03/11/2015,80,1926,4.9,1,40,20,11,119.6,0,540.6245878,1,0,5p
11081,2944662,30/08/2018,95,1980,3.1,1,40,10,9,68.5,0,267.185996,1,0,6p et plus
14630,2868786,05/07/2018,93,1987,5.3,2,50,10,5,95,0,528.3552661,1,0,5p
11628,1776525,30/12/2019,49,1850,4.7,2,10,10,6,88.2,0,88.59581367,1,0,4p
7224,509799,04/06/2018,21,1830,6.8,1,10,10,6,105.1,21.2,592.2051896,1,1,2p et moins
2034,2494168,11/01/2018,82,2005,4.6,2,40,10,7,2063.2,0,6186.139234,2,0,5p
12850,2321141,14/09/2016,78,1973,4.8,2,50,10,9,134.2,1.9,801.2792861,1,1,4p
10399,1743546,25/04/2016,60,1790,4.5,1,9,1,9,173.3,0,475.7311524,1,0,2p et moins
12940,483168,05/05/2017,17,1972,3,1,50,10,9,321.2,6.3,488.4330916,1,1,4p
7963,332417,16/04/2020,17,1968,3.2,1,30,90,5,135.4,6,724.2063292,1,1,2p et moins
197,692983,07/08/2019,23,1972,4.7,1,15,10,5,129.2,0,697.0620003,2,0,4p
4407,2782402,16/01/2019,78,1970,4.6,2,24,10,5,68,0,204.8629877,2,0,3p
6297,2561657,02/11/2016,87,2007,4.8,2,30,40,11,66.5,0,1298.800588,1,0,5p
5823,969973,07/12/2018,33,2013,5.5,1,10,10,7,216,0,753.3485793,1,0,3p
14429,2024640,07/09/2019,59,1900,5.4,2,40,10,8,85.7,0,192.1375747,1,0,5p
8350,447224,16/08/2018,17,1980,7.9,2,50,10,8,71.9,0,98.81388111,1,0,3p
7134,2569014,16/09/2019,74,1974,3,1,90,30,5,45.3,0,63.42335194,1,0,5p
8018,385406,12/09/2015,17,1930,3,1,50,10,14,94.1,0,177.3795494,1,0,3p
6611,2596677,29/06/2018,85,1998,3.4,1,50,10,7,143.3,1.6,1622.516696,1,1,3p
10447,43241,13/02/2019,2,1700,6.3,2,20,12,NA,80.6,0,284.6429328,1,0,4p
1973,889685,11/06/2020,39,1960,6.9,1,10,10,9,322,0,2027.530376,2,0,6p et plus
10525,1578726,22/05/2017,45,1959,3.6,1,40,13,5,100.7,12,449.1116867,1,1,4p
5424,1967013,23/10/2018,63,1989,3.8,2,35,14,10,182.3,0,1621.746371,2,0,4p
5121,2139921,30/12/2015,77,1984,3,2,60,10,8,93.2,0,126.4405232,1,0,4p
13347,1002660,18/04/2017,33,1985,3.5,1,40,10,15,172,0,982.6030243,1,0,4p
14136,1835329,24/01/2020,77,1990,3.9,2,50,10,8,107.4,0,996.4609594,1,0,5p
2361,1254972,22/06/2017,36,1929,3.7,1,20,10,8,126.2,0,151.1168812,1,0,2p et moins
6485,1535709,13/02/2020,62,1970,3.6,1,40,10,9,153.1,0,737.935232,2,0,5p
2622,2417270,31/08/2018,79,1956,7.1,2,10,10,10,75.6,0,724.3681408,1,0,4p
6706,3033250,21/08/2017,91,1925,4.1,1,40,10,13,141.2,0,173.2193206,1,0,3p
14474,126745,14/09/2015,6,1967,5.8,1,50,10,5,114.5,0,112.0962815,1,0,2p et moins
11086,2378918,10/09/2019,69,2005,5.3,2,20,10,9,93.6,0,307.1415505,2,0,6p et plus
1352,1447108,22/10/2018,45,1850,4.9,1,9,10,11,131.7,19.3,1136.460666,1,1,4p
4038,1453851,16/11/2018,45,1905,3,1,1,1,9,290.2,3.9,297.5683904,1,1,3p
6825,437140,29/01/2016,17,1700,6,2,20,10,14,107.2,0,782.8395237,1,0,6p et plus
12726,2071819,23/05/2017,62,1924,4.9,2,40,10,5,142.8,0,775.1010038,1,0,5p
9203,728215,20/12/2017,26,1954,5.2,2,30,10,12,189.4,0,5095.967393,2,0,6p et plus
4649,2172275,28/10/2019,62,2005,5.7,1,4,1,7,499.1,0,1496.741669,1,0,4p
14619,1713610,29/10/2019,47,1957,5.3,2,40,10,9,121.9,0,832.5833222,2,0,4p
14201,220584,02/10/2020,11,1990,3,1,40,10,5,56.8,0,545.2837463,1,0,2p et moins
7192,1375469,30/09/2015,50,1780,3.6,2,10,20,5,140.8,0,638.0146085,1,0,4p
4603,1498238,13/12/2018,47,1984,3.7,1,45,10,11,130.7,0,449.0359524,1,0,4p
5182,2866597,12/07/2019,81,1967,11.2,2,40,10,5,150.1,7.8,325.6696346,2,1,5p
451,1735369,16/06/2015,64,1870,5.2,2,19,10,NA,242.3,0,370.1796883,1,0,3p
14879,2402960,27/05/2019,69,2004,6.8,2,5,1,12,65.5,0,747.9659031,1,0,6p et plus
13697,1770221,16/04/2018,59,1900,4.3,2,40,10,5,708.3,0,2172.772637,1,0,4p
1660,3153239,22/02/2019,91,1991,6.8,2,30,10,9,98.7,3.5,1055.294588,1,1,5p
4412,582835,16/02/2017,21,1850,6.9,2,10,10,11,161.7,0,787.6897636,1,0,4p
12106,2390333,30/03/2018,78,1990,8.5,3,1,1,11,124.4,0,366.4748079,2,0,6p et plus
10472,274173,03/04/2019,11,1988,4.5,2,40,10,13,88.4,0,128.2535116,2,0,6p et plus
4017,67606,31/10/2019,2,1982,4.8,1,30,10,11,102.8,0,680.1856055,2,0,4p
10201,3363837,01/10/2019,94,1900,5.9,2,24,10,5,88.3,0,506.6610037,1,0,4p
11851,582931,25/09/2018,23,1750,6.8,2,10,10,6,53.7,0,62.04866413,1,0,4p
10641,424251,26/01/2016,17,1983,3,1,56,10,7,90.7,0,92.41111508,1,0,5p
1593,577962,11/05/2019,18,1980,3.4,1,59,10,5,129.3,0,747.6686464,1,0,4p
2230,1700571,07/04/2015,63,1983,3.1,1,90,10,5,148.5,5,735.5235174,2,1,4p
2388,1616909,18/02/2019,44,1976,7.9,2,50,90,18,330.6,0,1797.126833,2,0,5p
8262,2203713,29/05/2019,62,1970,6.5,2,40,10,9,106.8,0,740.6433194,1,0,5p
661,2534316,04/09/2017,76,1830,4.6,2,40,20,11,74,0,490.2834662,1,0,4p
6452,1073235,11/04/2015,38,1830,5.8,2,90,10,10,238.2,0,979.5220004,1,0,6p et plus
178,2229627,05/05/2015,81,1999,3,1,40,10,7,314,0,465.1122173,2,0,4p
7153,201660,10/02/2015,11,1884,8.2,2,10,10,11,402.2,0,1183.955121,2,0,6p et plus
2203,1241660,09/04/2015,44,2001,3,1,50,10,13,98.7,0,204.9011016,1,0,3p
1542,1827207,04/02/2019,50,1800,3.3,2,10,20,5,85.9,0,117.1985241,1,0,6p et plus
129,137264,08/10/2020,6,1973,5.6,1,50,10,9,73.1,0,72.48772112,1,0,6p et plus
3807,2066841,20/10/2017,62,1964,6.6,2,40,30,5,132.3,0,545.7668691,1,0,5p
6619,2573015,24/01/2019,74,2002,5.8,2,45,10,10,109.8,0,343.9669844,2,0,5p
10260,34676,17/11/2015,2,1971,5.6,1,40,10,9,101.4,0,816.7233959,2,0,5p
3539,2540342,01/04/2017,76,1900,4.7,1,60,90,5,208.6,0,2637.72918,2,0,3p
8749,2219070,03/05/2018,74,2008,5.2,2,40,10,14,102.8,0,1097.337799,2,0,5p
4060,1831614,26/11/2020,77,2003,7.7,2,30,10,17,21.3,0,22.76033229,1,0,6p et plus
12965,2670497,11/09/2019,77,2000,3,2,30,10,5,89.9,0,360.7476006,2,0,5p
4162,692804,03/11/2016,28,1800,4.6,2,10,10,7,42,0,281.9243168,1,0,5p
3056,1891052,03/04/2019,53,1867,9.1,2,10,20,8,176.6,0,2874.403846,2,0,3p
13221,1798897,09/03/2017,54,2006,5.4,2,50,10,5,46.7,0,134.2728601,1,0,4p
5330,1918480,15/01/2015,71,1789,5.8,2,10,10,5,118.9,0,700.5343735,1,0,2p et moins
6167,2181003,23/08/2016,76,1959,3.7,1,50,90,9,132.7,0,888.362187,1,0,2p et moins
606,2949152,21/07/2017,87,1998,3.5,1,90,10,11,183,35.6,1201.694497,2,1,6p et plus
2395,858185,29/12/2016,31,1969,5,1,34,10,8,42.5,0,111.568239,1,0,4p
3259,1866886,28/08/2020,78,1978,4.4,2,34,10,10,98.3,0,299.5440401,1,0,4p
8964,542614,17/10/2016,22,1935,3.6,2,13,20,9,132.7,0,205.8459294,1,0,3p
11940,2285945,19/01/2018,77,1890,5.3,2,10,10,11,97.5,0,192.0302657,1,0,2p et moins
8290,2798616,02/08/2017,83,1970,8.1,2,2,1,5,113,0,526.7196746,2,0,6p et plus
10618,2822994,26/02/2019,80,1981,3.3,1,90,10,5,224.2,0,224.6689647,1,0,3p
6273,780760,05/11/2015,31,1988,4.8,2,45,10,13,119.8,0,3137.481409,1,0,6p et plus
3287,2914807,05/04/2019,83,1973,4.8,1,40,10,16,132.2,0,853.9082391,1,0,4p
8461,552538,14/04/2016,22,1872,3.6,2,15,20,10,82.5,0,442.7864646,1,0,6p et plus
11752,1473421,07/01/2020,60,1904,8.9,2,12,20,7,110.2,0,619.7287711,1,0,4p
5710,685622,22/02/2017,25,2001,7.1,2,13,10,5,39.8,0,40.22362153,1,0,6p et plus
1517,2145393,29/03/2017,63,1830,13.8,2,10,10,6,125.8,27.9,727.3286993,1,1,6p et plus
8648,3046013,20/06/2017,91,1900,6.1,2,59,10,9,49.6,0,378.1676471,1,0,6p et plus
2762,2840599,20/12/2019,80,1900,4.3,1,49,10,9,95,0,836.3876705,1,0,3p
11868,1529784,20/06/2018,49,1956,6.3,2,15,10,8,87.7,0,399.2592626,1,0,6p et plus
9899,2126133,19/12/2017,63,1955,7.4,3,20,19,6,85.5,0,898.0310399,1,0,5p
1323,132728,15/06/2015,6,1992,3,2,59,10,7,128.6,0,499.1406933,1,0,2p et moins
11514,1751960,07/09/2016,60,2005,4.9,2,40,10,7,129.4,0,925.6256005,1,0,5p
7076,954367,02/05/2016,33,1969,4.2,1,40,10,5,120.2,0,587.9355892,1,0,5p
4726,2845035,25/05/2019,80,1992,3.6,2,40,10,7,124.6,0,520.1988577,1,0,5p
11267,29883,22/05/2017,1,1977,8.6,2,23,10,8,200.9,0,2383.507578,1,0,5p
9045,3420168,03/01/2019,95,1994,4.4,2,30,10,8,28,0,618.6111942,1,0,5p
388,1546956,05/10/2018,49,1800,5.5,2,10,20,5,92.5,0,342.6281991,1,0,4p
4728,2495445,16/04/2018,82,1999,3.4,1,40,10,20,941.3,0,893.8751125,1,0,4p
9796,204824,23/08/2016,9,1900,8.8,2,19,10,7,96.1,0,173.2154073,1,0,3p
256,1291059,10/01/2017,37,1820,3,2,20,12,5,133.5,20,1030.132929,1,1,4p
11174,620626,04/08/2016,25,1900,5.7,2,10,10,12,168,21.7,1487.427047,2,1,6p et plus
9020,2391123,14/02/2017,72,1850,5.1,3,14,12,15,105,9.4,650.8504684,1,1,6p et plus
14039,983102,23/06/2016,34,1995,4.7,2,50,10,13,115.4,13.9,130.5432702,1,1,5p
9426,2336646,05/03/2019,69,1966,7.9,1,36,10,10,48.5,0,76.23431586,1,0,4p
6097,979367,23/12/2015,35,2012,3,1,59,29,11,70.7,0,78.77409873,1,0,5p
10193,2106648,29/09/2017,62,1977,3.7,2,30,10,11,54.7,0,437.4705657,1,0,5p
4873,2901102,24/05/2017,86,1996,4.5,2,5,9,6,207.2,0,255.2929285,2,0,3p
5535,1884018,14/11/2017,56,2004,7.2,2,50,20,16,159.3,0,2244.918844,2,0,4p
12719,2100409,06/03/2020,87,1967,6.6,1,15,10,5,48.7,0,109.0304002,1,0,4p
10244,2134431,09/11/2020,88,1819,6.2,2,12,10,7,80.7,0,998.3849557,1,0,6p et plus
9558,1904285,05/04/2018,62,1921,3,2,40,10,11,123.8,0,382.989234,1,0,4p
14214,1529360,04/06/2019,42,2013,5.6,1,20,10,7,423.8,0,896.3140105,1,0,4p
2479,3043269,11/01/2017,91,1973,3,1,34,10,5,124,0,837.8657385,1,0,4p
2261,157764,12/06/2020,7,1975,4.1,1,30,40,11,126.5,0,700.6669199,1,0,3p
6039,2327736,30/03/2018,77,2016,3,1,30,10,5,249.5,0,1910.644589,1,0,4p
9565,2613285,10/10/2019,76,1990,5.8,2,50,10,5,97,0,958.8935265,2,0,6p et plus
323,839737,04/09/2015,33,1911,5.4,2,10,10,6,137.4,0,607.906986,1,0,3p
14495,748468,25/11/2017,27,1933,7.5,2,24,10,11,95.5,0,570.2427821,2,0,4p
11559,2055940,27/08/2020,85,1988,3.7,1,50,10,9,126,18.5,1912.006466,1,1,2p et moins
5442,2174377,29/05/2015,78,1961,4.4,1,13,10,6,122.4,0,495.6660308,2,0,4p
8047,3163511,21/06/2017,93,1956,3,2,45,10,6,272,5.1,400.3749139,2,1,6p et plus
2004,240937,18/08/2016,11,2010,5.7,1,40,10,9,83.7,0,34.82250922,1,0,4p
4520,701006,31/10/2016,28,1975,4.6,1,50,10,5,77.4,0,371.1023226,2,0,4p
13467,1515283,23/10/2018,49,1619,3.4,2,10,20,12,98.2,0,876.1379331,2,0,4p
1355,2278951,22/01/2020,93,1900,5.9,2,90,10,13,165,0,684.9085483,1,0,3p
10793,1150352,29/05/2017,34,1800,9.2,1,10,10,6,65.1,0,825.2949548,1,0,2p et moins
12824,2185505,29/09/2020,91,2009,6.7,2,40,10,7,147.3,0,1058.1423,2,0,5p
506,215951,28/03/2017,9,1850,4.3,2,40,10,6,95.6,0,2566.385355,2,1,4p
966,2247345,02/11/2017,69,2011,3.7,2,90,90,5,101.4,0,558.2169216,1,0,4p
9966,1641199,05/12/2019,44,1984,4.4,2,50,20,11,275,28.6,4533.781883,1,1,3p
8823,1269627,20/05/2020,53,1982,6.3,2,50,20,9,116.9,0,566.854712,1,0,6p et plus
1233,2777732,19/06/2019,78,1981,3.4,2,40,40,7,131.7,10.1,633.4705852,1,1,6p et plus
12577,213392,31/01/2020,11,1900,6.4,2,10,10,8,144.5,38.1,703.508872,1,1,3p
6579,427716,10/12/2015,18,1954,5.1,2,13,10,5,245.8,0,822.352004,2,0,5p
7127,3168957,02/03/2017,93,1987,5.9,2,30,10,8,105.1,6.1,307.2972295,1,1,4p
8247,533508,13/09/2016,22,1970,6.5,1,15,20,9,183.7,0,3604.501445,2,0,6p et plus
7217,1343174,21/10/2016,44,1965,3.2,1,50,10,9,193.3,163.3,882.530376,1,1,5p
8240,182511,01/10/2018,7,1900,6.7,1,10,10,7,64.7,9.4,133.3894517,1,1,6p et plus
6440,1229722,04/06/2016,41,1848,6.6,1,12,12,9,148.8,0,625.5630112,1,0,2p et moins
3284,1564944,20/06/2019,44,2001,5,2,50,20,12,125.5,16.6,1658.919473,1,1,5p
9102,787237,04/08/2015,31,1974,3,2,40,10,7,326.1,0,489.0186866,1,0,5p
9576,676107,17/09/2019,22,1955,4.5,2,40,10,7,228.8,0,1319.239951,1,0,5p
765,510439,31/10/2019,17,1948,7.1,2,90,10,12,50.3,0,188.5234218,1,0,6p et plus
7402,1973448,31/10/2019,56,1969,7.8,2,51,20,6,105.7,0,415.9687201,1,0,6p et plus
8229,2189122,28/10/2019,62,1974,5.9,2,40,10,8,211.3,24.8,1588.272351,2,1,2p et moins
9770,822143,07/09/2020,35,1983,4.3,2,50,20,5,364.2,8.6,3862.091692,2,1,5p
8483,1381282,04/11/2020,59,1924,8.6,3,40,13,16,119.3,0,1468.52374,1,0,6p et plus
13366,1099499,22/12/2017,33,2001,3,1,40,10,18,75,0,316.1099957,1,0,4p
1945,730363,14/02/2015,30,1800,4.6,1,20,10,8,145.8,12.2,755.483935,2,1,3p
12759,553084,04/10/2018,22,1927,6.6,1,0,0,7,107.4,4.3,111.3489902,1,1,2p et moins
10035,1818709,27/09/2017,54,1848,3.1,1,20,10,12,218.5,0,463.2686918,1,0,3p
7874,788815,30/09/2019,26,2008,3.5,1,20,10,11,166.3,18.5,437.9692591,1,1,5p
10794,650440,07/01/2019,22,1907,5,2,10,20,8,197.2,3.1,648.1386152,2,1,4p
12488,1141840,31/12/2020,47,1850,6.4,2,10,10,8,746.5,0,1260.93956,1,0,3p
9525,1433684,13/06/2018,45,1910,3.7,1,24,12,6,64.6,0,165.4039277,1,0,4p
227,1589284,26/10/2016,54,2007,4,2,40,10,9,146.5,0,746.6604381,2,0,2p et moins
56,1570622,13/01/2015,59,1955,4.4,2,40,30,8,108.6,0,307.7488341,1,0,4p
13416,1342605,20/09/2016,44,1977,5.2,1,50,10,5,133.2,0,373.2055798,2,0,5p
2772,331423,22/09/2017,13,1930,7.8,2,50,10,8,421.4,0,1249.841945,1,0,5p
7622,1334442,29/11/2019,37,1991,3.5,2,50,20,9,171.2,0,664.8347992,1,0,6p et plus
1901,1654812,29/04/2020,69,1900,5.9,2,10,10,7,118.3,0,1142.659728,2,0,4p
8041,3167257,28/12/2017,93,1956,4.6,1,24,10,5,110.3,0,580.9107402,1,0,2p et moins
13856,67690,21/02/2020,3,1850,9.6,2,10,10,8,120.3,0,401.6915309,2,0,5p
5540,357652,06/09/2017,13,1830,9.5,3,20,10,9,133.1,1.3,2324.773946,2,1,3p
7705,1407432,29/12/2017,40,2004,3.6,2,4,13,7,68.1,0,84.31853572,1,0,6p et plus
7411,1826153,22/12/2017,54,1975,4,2,50,10,6,122.5,0,704.4749031,2,0,6p et plus
9139,2213537,23/12/2016,76,1988,7.3,1,50,10,NA,123,94.9,813.5131978,1,1,3p
409,2476429,22/06/2017,74,1959,5.2,2,50,10,6,95.3,0,241.2404568,2,0,6p et plus
4792,1988770,30/10/2019,56,1972,5.3,2,15,20,7,110.6,0,516.8219868,1,0,6p et plus
450,926654,22/04/2016,33,1934,6.4,2,10,10,8,101.4,0,1396.726196,1,0,4p
11055,2497725,01/02/2017,76,1904,7.2,2,24,20,9,325.4,0,970.4499256,2,0,4p
8693,1785772,19/04/2016,62,1950,4.2,1,40,90,7,944.6,0,946.0275296,1,0,3p
12202,102590,14/04/2016,6,1956,3,1,50,10,9,111,0,540.5644052,1,0,3p
146,2140840,29/08/2019,60,1997,6.7,2,30,13,7,81.8,0,722.7727669,2,0,4p
3335,1220984,18/08/2020,50,1984,4.7,1,50,10,5,153.9,11.9,795.4248603,1,1,5p
12900,960752,06/01/2017,31,1972,3.4,1,34,19,11,95.2,6.5,235.8387796,1,1,5p
777,1773398,14/01/2015,66,1953,5.2,1,40,10,10,104.5,37.1,531.9156543,2,1,4p
5083,1686857,10/10/2016,59,1900,3.9,2,40,10,8,143.3,0,1014.056566,1,0,6p et plus
974,2213597,05/07/2017,66,2014,6.3,2,34,1,7,52.3,0,644.7221999,1,0,4p
6522,1816812,07/03/2016,62,1973,3.5,1,50,10,7,126.6,0,1257.04144,1,0,4p
1458,52083,24/08/2020,2,2006,3,2,5,1,7,51.4,0,90.9800214,1,0,4p
13239,878813,09/02/2017,30,1800,9,2,20,10,7,188.8,0,1597.231135,1,0,3p
10174,1019894,08/10/2018,34,1995,5.8,2,50,10,10,140.4,15.1,1026.667086,1,1,5p
8446,2328061,10/05/2019,66,1985,7.8,2,16,90,6,135.6,6.7,602.5937644,1,1,5p
6642,2125638,10/04/2020,88,1979,3.1,2,50,10,5,132.4,0,644.9627491,1,0,5p
9487,1985843,19/01/2018,64,2005,3.3,1,50,10,9,113.4,0,1590.32858,1,0,5p
7993,1157041,27/11/2018,37,1970,7.3,2,50,20,9,301.1,0,3442.481194,1,0,6p et plus
11764,1699131,07/05/2020,72,1900,3.5,2,14,20,8,79.3,0,155.1161461,1,0,4p
11236,1840525,21/07/2018,60,1900,8.9,2,40,20,6,173.3,0,537.8633833,1,0,6p et plus
11796,1359623,17/12/2019,37,1999,3,1,30,10,7,321.3,0,2537.471383,1,0,4p
3773,681394,28/10/2016,27,1600,3.5,2,20,10,8,129.4,0,1055.506683,1,0,5p
11469,1231057,06/10/2017,35,2003,4.2,2,40,20,8,111.1,0,116.634109,1,0,3p
4140,2907879,15/11/2019,83,1965,6.1,2,50,10,NA,547.3,0,5145.814835,1,0,2p et moins
5035,639494,29/02/2016,26,1930,3.8,1,30,10,13,129.8,0,1688.757804,1,0,4p
10849,373520,20/10/2017,13,1987,3.8,2,5,10,10,150.7,24.6,509.0875884,1,1,4p
1368,2297948,21/12/2016,78,1955,6.8,2,19,10,7,123.5,0,899.635398,1,0,4p
6095,1457540,25/06/2015,54,1860,12,4,10,13,6,91,0,348.4515593,1,0,6p et plus
6707,2630104,14/01/2016,91,1966,7.6,2,45,10,5,73.3,0,913.0982669,1,0,4p
3017,3030749,13/12/2019,85,1967,3.5,1,50,90,5,94.5,0,599.4615804,1,0,3p
5802,1505546,18/12/2020,61,1800,4.5,2,15,29,11,130.1,4.2,695.2740636,2,1,5p
5264,1394013,27/08/2020,59,1931,12.5,3,40,20,10,129.3,0,422.0100223,1,0,6p et plus
9362,1819281,06/11/2017,54,1920,5.1,2,20,10,5,79.4,18.3,308.9686256,1,1,3p
6640,1507017,06/03/2020,62,1957,5.6,2,40,90,7,300.1,0,154.9576927,1,0,5p
766,2805515,20/09/2019,79,1935,6.4,2,13,10,8,130.8,0,837.3852258,2,0,5p
1109,197868,29/06/2015,10,1850,3,2,45,10,8,59.6,0,59.71468954,1,0,4p
11155,2212742,12/12/2020,91,1959,5.2,1,40,10,5,113.6,0,566.3241137,1,0,3p
1871,2861554,21/09/2018,93,1928,5.4,2,40,10,7,718.9,0,1082.513675,1,0,4p
14607,929036,10/02/2020,41,1962,4,1,14,20,5,71.4,0,88.13398532,2,0,3p
12406,1128046,04/09/2019,33,1956,3,2,40,10,11,116.4,25.8,862.4413931,1,1,6p et plus
14961,911380,25/06/2020,40,1994,3.6,1,40,10,7,143.8,0,292.8877601,1,0,5p
14552,2604440,07/03/2019,76,1984,10.2,4,69,10,9,136.6,0,791.0111005,2,0,3p
4987,2636097,21/01/2017,78,1985,3,2,30,10,7,97.5,0,363.0859774,1,0,4p
5052,2098101,14/06/2017,62,1860,5.4,1,90,10,12,69.8,0,764.4529926,1,0,6p et plus
7608,1601287,29/12/2015,59,1870,14,2,40,20,6,110.9,7.3,886.5674104,1,1,5p
8376,2539265,29/12/2015,92,1920,4.9,1,24,10,7,151.9,4.5,2997.576792,1,1,4p
7813,371737,25/05/2018,15,1980,7.3,2,14,13,8,111.4,0,684.3832043,1,0,5p
10140,3341627,10/01/2019,94,1996,8.8,2,40,10,7,135.1,0,657.932588,1,0,5p
2207,1993422,29/02/2016,69,1976,6.8,2,20,10,5,72.2,0,207.8363415,1,0,5p
10141,3019138,05/04/2017,91,1971,5.2,2,20,10,13,107.5,0,114.9097455,1,0,5p
3841,928853,29/09/2015,34,1977,3.4,1,50,10,13,32.7,0,32.75298161,1,0,4p
1314,1396084,24/11/2015,50,1800,6.1,2,12,20,8,155,0,282.0670634,2,0,4p
11525,2162308,04/02/2015,78,1924,3,2,14,10,7,101.9,0,451.2032526,1,0,3p
2708,1234297,22/10/2015,44,1980,3.9,2,50,20,11,89.7,0,1061.399265,2,0,4p
3820,2211293,21/05/2019,62,1890,5.9,2,40,10,20,46.5,0,253.3656203,2,0,2p et moins
6,1871202,15/01/2020,78,1929,4.1,1,24,10,13,161.3,0,834.2755293,2,0,3p
4875,828633,21/01/2019,28,1840,3.2,2,10,10,6,96.2,0,1838.085497,2,0,3p
33,3417268,25/09/2019,95,1960,5.6,2,13,10,8,65.5,0,126.7962421,1,0,3p
1573,54339,25/10/2019,2,1900,5.9,2,40,20,6,208.6,0,239.629813,2,0,6p et plus
4783,2142835,26/10/2019,60,1977,4.2,2,90,10,9,166.2,0,462.9328079,1,0,5p
14191,2615514,27/08/2015,94,1988,5.7,2,40,10,7,100.1,0,99.38687085,1,0,5p
12909,607340,29/05/2020,31,1975,5,1,40,10,5,92.5,0,93.41751795,1,0,5p
9467,25892,29/07/2015,1,1870,6.8,2,90,10,9,128.1,0,592.5642915,1,0,2p et moins
6046,2624739,17/08/2016,91,1972,3,2,90,10,7,128.2,0,415.5275719,1,0,4p
13791,2957108,11/07/2018,95,1896,7,3,12,10,7,66.8,0,93.64672998,2,0,6p et plus
12433,1372109,15/01/2015,50,1820,5.3,2,10,20,5,120.6,0,873.4061248,2,0,5p
3036,2097708,26/11/2019,59,1920,6.5,2,40,10,11,533.6,0,1561.859515,2,0,4p
5572,2330030,17/08/2016,79,1887,8.2,2,10,10,6,71.3,0,71.85123231,2,0,4p
11429,1765599,30/09/2020,76,1991,4.7,2,50,10,9,168.5,12.3,504.9392748,1,1,4p
8684,2009103,08/08/2016,69,1820,4.5,2,10,10,9,69,0,186.8607839,2,0,5p
12802,492473,10/11/2020,25,2014,5.5,2,40,10,7,83.3,0,141.1082005,1,0,4p
8062,1693950,17/11/2015,62,1660,7.6,2,40,10,10,140.1,0,1150.709505,2,0,5p
5556,2609835,16/07/2019,76,1971,7.7,2,50,10,7,159.6,0,881.0616775,2,0,5p
6722,259740,05/08/2016,12,1966,5.5,1,10,10,5,164.9,0,553.4645732,2,0,4p
5048,1926951,19/08/2020,79,1880,6,2,20,12,8,114.5,0,434.0784035,1,0,4p
13897,2326883,17/10/2015,84,2006,5.7,1,50,10,13,613.6,0,1039.639944,1,0,5p
5888,2062113,19/02/2020,85,1880,3.9,1,10,10,10,96.4,0,1985.236342,2,0,3p
12650,551348,16/05/2020,29,1981,5,2,35,20,9,41.6,0,196.7397299,1,0,6p et plus
3929,90751,17/09/2019,3,1915,4,2,12,19,9,343.4,0,309.0098327,2,0,5p
11340,1951583,04/08/2015,72,1955,7.9,2,34,10,6,42.2,0,148.1497918,1,0,5p
5739,2121047,30/03/2018,71,1940,5,1,10,10,5,63.8,0,290.9535177,1,0,3p
3964,827230,10/09/2018,31,2005,6.2,2,40,10,9,219,0,1469.113941,1,0,5p
14299,407834,03/12/2019,13,1974,3.8,2,50,10,12,93.7,0,401.821613,1,0,6p et plus
12899,2327164,17/05/2016,79,1971,6,2,45,10,6,105.9,0,606.0423043,2,0,6p et plus
5307,1968646,05/05/2017,59,1977,5.1,2,45,10,7,144.3,0,4130.163477,1,0,6p et plus
12978,2806793,11/03/2016,95,1993,3.8,2,50,10,9,108.4,0,652.527372,2,0,6p et plus
2666,1627441,21/10/2016,56,1967,6.8,1,50,30,5,211.5,0,773.3789528,2,0,3p
432,1952531,16/05/2019,56,1980,4.1,2,50,20,8,52.8,0,249.8435774,1,0,5p
4606,2483827,23/03/2018,82,1980,3,1,90,10,9,168.7,0,687.8105032,1,0,5p
7809,1438837,22/02/2019,40,1973,4.5,2,40,10,7,33,0,33.28170109,1,0,5p
1992,1528817,09/05/2019,42,1973,3.9,1,25,10,7,140.1,0,783.8112733,1,0,3p
14999,1007209,12/09/2016,34,1967,10.6,1,10,10,6,157.8,0,506.227337,1,0,3p
3984,904437,26/04/2016,33,1900,7,2,10,10,5,154.1,0,486.1829878,1,0,4p
